lon,lat,depth,stdv,smag,shiftstd,avstr,avdip,avrke,psdepth,sstr,sdip,nID,pslon,pslat,bzlon,bzlat,centsurf,thickness,alen,blen,clen,ogstr,ogdip,hstdv,vstdv
128.22,2.20,50.08,8.09,1.25,6.28,nan,nan,nan,51.12,15.13,34.14,128222,128.20,2.20,128.21,2.20,13.00,125.49,100.00,20.00,100.00,12.31,34.42,4.57,6.68
128.43,2.19,66.63,7.52,1.24,6.18,nan,nan,nan,67.58,15.06,40.20,128422,128.40,2.20,128.42,2.19,12.00,123.59,100.00,20.00,100.00,16.47,41.29,4.96,5.65
128.61,2.20,89.84,7.79,1.24,6.18,nan,nan,nan,90.71,15.06,44.84,128622,128.60,2.20,128.60,2.20,13.00,123.59,100.00,20.00,100.00,18.10,46.28,5.63,5.38
128.80,2.20,114.93,6.94,1.24,6.18,nan,nan,nan,115.76,15.10,47.72,128822,128.80,2.20,128.79,2.20,11.00,123.59,100.00,20.00,100.00,16.05,50.69,5.37,4.40
129.01,2.20,140.86,6.94,1.22,6.11,nan,nan,nan,141.66,15.15,49.17,129022,129.00,2.20,129.00,2.20,11.00,122.22,100.00,20.00,100.00,15.47,50.79,5.38,4.39
129.21,2.20,166.66,6.94,1.22,6.11,nan,nan,nan,167.45,15.22,49.71,129222,129.20,2.20,129.20,2.20,11.00,122.22,100.00,20.00,100.00,15.52,50.32,5.34,4.43
129.41,2.20,192.51,6.63,1.22,6.11,nan,nan,nan,193.30,15.29,49.73,129422,129.40,2.20,129.40,2.20,11.00,122.22,100.00,20.00,100.00,15.23,50.29,5.10,4.24
129.61,2.20,218.24,6.63,1.22,6.11,nan,nan,nan,219.04,15.39,49.35,129622,129.60,2.20,129.60,2.20,11.00,122.22,100.00,20.00,100.00,14.93,50.39,5.11,4.23
129.81,2.20,243.67,6.94,1.21,6.06,nan,nan,nan,244.47,15.55,48.46,129822,129.80,2.20,129.81,2.20,11.00,121.09,100.00,20.00,100.00,14.98,50.22,5.33,4.44
130.01,2.20,269.07,6.94,1.21,6.06,nan,nan,nan,269.90,15.82,46.84,130022,130.00,2.20,130.00,2.20,11.00,121.09,100.00,20.00,100.00,16.18,47.60,5.13,4.68
130.20,2.20,291.76,7.52,1.21,6.06,nan,nan,nan,292.61,16.05,44.90,130222,130.20,2.20,130.19,2.20,12.00,121.09,100.00,20.00,100.00,17.35,44.04,5.23,5.40
127.00,2.40,9.46,10.00,0.00,0.00,nan,nan,nan,9.46,14.52,8.40,127024,127.00,2.40,127.00,2.40,10.00,125.49,100.00,20.00,100.00,12.61,8.13,1.41,9.90
127.20,2.40,12.88,10.00,0.00,0.00,nan,nan,nan,12.88,14.74,11.39,127224,127.20,2.40,127.20,2.40,10.00,125.49,100.00,20.00,100.00,8.95,10.20,1.77,9.84
127.40,2.40,17.07,10.00,0.00,0.00,nan,nan,nan,17.07,14.75,14.61,127424,127.40,2.40,127.40,2.40,10.00,125.49,100.00,20.00,100.00,15.93,11.12,1.93,9.81
128.21,2.40,47.90,7.52,0.51,2.54,nan,nan,nan,48.33,14.94,32.43,128224,128.20,2.40,128.21,2.40,12.00,122.22,100.00,20.00,100.00,12.88,30.99,3.87,6.44
128.43,2.39,60.97,7.52,1.22,6.11,nan,nan,nan,61.92,14.91,38.67,128424,128.40,2.40,128.42,2.39,12.00,122.22,100.00,20.00,100.00,16.91,37.81,4.61,5.94
128.60,2.40,83.17,7.21,1.22,6.11,nan,nan,nan,84.05,14.93,43.75,128624,128.60,2.40,128.60,2.40,12.00,122.22,100.00,20.00,100.00,17.25,44.97,5.10,5.10
128.80,2.40,107.60,6.94,1.22,6.11,nan,nan,nan,108.44,14.97,47.07,128824,128.80,2.40,128.79,2.40,11.00,122.22,100.00,20.00,100.00,15.03,50.59,5.36,4.41
129.01,2.40,133.69,6.94,1.21,6.06,nan,nan,nan,134.49,15.04,48.84,129024,129.00,2.40,129.00,2.40,11.00,121.09,100.00,20.00,100.00,14.88,50.84,5.38,4.38
129.21,2.40,159.54,6.94,1.21,6.06,nan,nan,nan,160.32,15.13,49.58,129224,129.20,2.40,129.20,2.40,11.00,121.09,100.00,20.00,100.00,15.21,50.38,5.35,4.43
129.41,2.40,185.50,6.63,1.21,6.06,nan,nan,nan,186.28,15.25,49.70,129424,129.40,2.40,129.40,2.40,11.00,121.09,100.00,20.00,100.00,15.06,50.40,5.11,4.23
129.61,2.40,211.33,6.63,1.20,5.99,nan,nan,nan,212.11,15.43,49.42,129624,129.60,2.40,129.60,2.40,11.00,119.79,100.00,20.00,100.00,14.93,50.42,5.11,4.23
129.81,2.40,236.75,6.94,1.20,5.99,nan,nan,nan,237.54,15.69,48.68,129824,129.80,2.40,129.81,2.40,11.00,119.79,100.00,20.00,100.00,15.04,50.25,5.34,4.44
130.01,2.40,262.27,6.94,1.20,5.99,nan,nan,nan,263.08,15.90,47.60,130024,130.00,2.40,130.00,2.40,11.00,119.79,100.00,20.00,100.00,16.15,47.89,5.15,4.65
130.20,2.40,285.54,7.21,1.20,5.99,nan,nan,nan,286.37,15.97,46.42,130224,130.20,2.40,130.19,2.40,12.00,119.79,100.00,20.00,100.00,17.34,44.65,5.07,5.13
130.40,2.40,306.35,6.63,1.18,5.92,nan,nan,nan,307.19,16.05,44.90,130424,130.40,2.40,130.39,2.40,11.00,118.36,100.00,20.00,100.00,16.43,44.06,4.61,4.77
127.00,2.60,8.51,10.00,0.00,0.00,nan,nan,nan,8.51,13.63,7.59,127026,127.00,2.60,127.00,2.60,10.00,123.59,100.00,20.00,100.00,14.17,9.12,1.58,9.87
127.20,2.60,11.75,10.00,0.00,0.00,nan,nan,nan,11.75,14.22,10.53,127226,127.20,2.60,127.20,2.60,10.00,123.59,100.00,20.00,100.00,11.91,9.63,1.67,9.86
127.40,2.60,16.33,10.00,0.00,0.00,nan,nan,nan,16.33,14.45,13.73,127426,127.40,2.60,127.40,2.60,10.00,123.59,100.00,20.00,100.00,18.76,9.67,1.68,9.86
128.21,2.60,45.71,7.52,0.36,1.82,nan,nan,nan,46.02,14.85,30.76,128226,128.20,2.60,128.21,2.60,12.00,121.09,100.00,20.00,100.00,12.77,27.79,3.50,6.65
128.43,2.59,56.10,7.52,1.21,6.06,nan,nan,nan,57.07,14.76,37.09,128426,128.40,2.60,128.42,2.59,12.00,121.09,100.00,20.00,100.00,16.78,34.42,4.25,6.20
128.61,2.60,76.56,7.21,1.21,6.06,nan,nan,nan,77.45,14.72,42.54,128626,128.60,2.60,128.60,2.60,12.00,121.09,100.00,20.00,100.00,16.10,43.56,4.97,5.23
128.80,2.60,100.91,6.94,1.21,6.06,nan,nan,nan,101.75,14.74,46.30,128826,128.80,2.60,128.79,2.60,11.00,121.09,100.00,20.00,100.00,13.97,50.20,5.33,4.44
129.01,2.60,126.87,6.94,1.20,5.99,nan,nan,nan,127.67,14.81,48.43,129026,129.00,2.60,129.00,2.60,11.00,119.79,100.00,20.00,100.00,14.25,50.64,5.37,4.40
129.21,2.60,152.60,6.94,1.20,5.99,nan,nan,nan,153.38,14.93,49.37,129226,129.20,2.60,129.20,2.60,11.00,119.79,100.00,20.00,100.00,14.87,50.27,5.34,4.44
129.41,2.60,178.55,6.63,1.20,5.99,nan,nan,nan,179.32,15.12,49.61,129426,129.40,2.60,129.40,2.60,11.00,119.79,100.00,20.00,100.00,14.97,50.41,5.11,4.23
129.61,2.60,204.39,6.63,1.18,5.92,nan,nan,nan,205.16,15.41,49.41,129626,129.60,2.60,129.60,2.60,11.00,118.36,100.00,20.00,100.00,15.02,50.43,5.11,4.23
129.81,2.60,229.80,6.94,1.18,5.92,nan,nan,nan,230.58,15.80,48.77,129826,129.80,2.60,129.81,2.60,11.00,118.36,100.00,20.00,100.00,15.14,50.29,5.34,4.43
130.01,2.60,254.77,6.94,1.18,5.92,nan,nan,nan,255.55,15.80,48.77,130026,130.00,2.60,130.01,2.60,11.00,118.36,100.00,20.00,100.00,16.10,48.14,5.17,4.63
130.20,2.60,278.49,7.52,1.18,5.92,nan,nan,nan,279.29,15.90,47.60,130226,130.20,2.60,130.19,2.60,12.00,118.36,100.00,20.00,100.00,17.30,45.09,5.32,5.31
130.39,2.60,300.51,6.94,1.17,5.87,nan,nan,nan,301.32,15.97,46.42,130426,130.40,2.60,130.39,2.60,11.00,117.37,100.00,20.00,100.00,16.16,44.88,4.90,4.92
127.00,2.80,8.22,10.00,0.00,0.00,nan,nan,nan,8.22,12.31,6.73,127028,127.00,2.80,127.00,2.80,10.00,122.22,100.00,20.00,100.00,14.22,10.05,1.75,9.85
127.20,2.80,10.61,10.00,0.00,0.00,nan,nan,nan,10.61,13.84,9.64,127228,127.20,2.80,127.20,2.80,10.00,122.22,100.00,20.00,100.00,13.53,9.20,1.60,9.87
127.40,2.80,15.07,10.00,0.00,0.00,nan,nan,nan,15.07,14.49,12.83,127428,127.40,2.80,127.40,2.80,10.00,122.22,100.00,20.00,100.00,21.30,8.47,1.47,9.89
128.21,2.80,43.49,6.94,0.22,1.10,nan,nan,nan,43.68,14.57,29.18,128228,128.20,2.80,128.21,2.80,11.00,119.79,100.00,20.00,100.00,13.66,24.85,2.92,6.30
128.42,2.79,52.33,7.52,1.20,5.99,nan,nan,nan,53.30,14.32,35.49,128428,128.40,2.80,128.42,2.80,12.00,119.79,100.00,20.00,100.00,17.34,31.16,3.89,6.43
128.61,2.80,70.84,7.21,1.20,5.99,nan,nan,nan,71.74,14.19,41.24,128628,128.60,2.80,128.60,2.80,12.00,119.79,100.00,20.00,100.00,15.45,42.11,4.84,5.35
128.80,2.80,94.68,7.21,1.18,5.92,nan,nan,nan,95.51,14.17,45.42,128828,128.80,2.80,128.79,2.80,12.00,118.36,100.00,20.00,100.00,13.42,49.66,5.50,4.67
129.01,2.80,120.29,6.94,1.18,5.92,nan,nan,nan,121.09,14.24,47.89,129028,129.00,2.80,129.00,2.80,11.00,118.36,100.00,20.00,100.00,14.08,50.31,5.34,4.43
129.21,2.80,145.78,6.94,1.18,5.92,nan,nan,nan,146.55,14.43,49.06,129228,129.20,2.80,129.20,2.80,11.00,118.36,100.00,20.00,100.00,14.82,50.09,5.32,4.45
129.41,2.80,171.63,6.63,1.18,5.92,nan,nan,nan,172.40,14.74,49.40,129428,129.40,2.80,129.40,2.80,11.00,118.36,100.00,20.00,100.00,14.89,50.34,5.11,4.23
129.61,2.80,197.42,6.63,1.17,5.87,nan,nan,nan,198.19,15.29,49.32,129628,129.60,2.80,129.60,2.80,11.00,117.37,100.00,20.00,100.00,14.99,50.37,5.11,4.23
129.81,2.80,222.81,6.94,1.17,5.87,nan,nan,nan,223.58,15.60,49.15,129828,129.80,2.80,129.81,2.80,11.00,117.37,100.00,20.00,100.00,15.15,50.30,5.34,4.43
130.01,2.80,247.87,6.94,1.17,5.87,nan,nan,nan,248.64,15.80,48.77,130028,130.00,2.80,130.01,2.80,11.00,117.37,100.00,20.00,100.00,16.15,48.37,5.19,4.61
130.20,2.80,271.80,7.21,1.17,5.84,nan,nan,nan,272.57,15.80,48.77,130228,130.20,2.80,130.19,2.80,12.00,116.85,100.00,20.00,100.00,17.56,45.46,5.14,5.06
130.39,2.80,294.60,6.94,1.17,5.84,nan,nan,nan,295.39,15.90,47.60,130428,130.40,2.80,130.38,2.81,11.00,116.85,100.00,20.00,100.00,16.57,45.80,4.98,4.84
127.00,3.00,7.70,10.00,0.00,0.00,nan,nan,nan,7.70,9.38,5.75,127030,127.00,3.00,127.00,3.00,10.00,121.09,100.00,20.00,100.00,13.07,10.97,1.90,9.82
127.20,3.00,9.98,10.00,0.00,0.00,nan,nan,nan,9.98,12.74,8.64,127230,127.20,3.00,127.20,3.00,10.00,121.09,100.00,20.00,100.00,13.67,8.85,1.54,9.88
127.40,3.00,13.50,10.00,0.00,0.00,nan,nan,nan,13.50,14.03,11.84,127430,127.40,3.00,127.40,3.00,10.00,119.79,100.00,20.00,100.00,22.70,7.36,1.28,9.92
127.60,3.00,18.78,10.00,0.00,0.00,nan,nan,nan,18.78,14.48,15.10,127630,127.60,3.00,127.60,3.00,10.00,119.79,100.00,20.00,100.00,17.10,12.84,2.22,9.75
128.42,3.00,49.19,7.52,1.18,5.92,nan,nan,nan,50.18,12.94,33.92,128430,128.40,3.00,128.41,3.00,12.00,118.36,100.00,20.00,100.00,18.29,28.30,3.56,6.62
128.62,3.00,64.33,7.21,1.18,5.92,nan,nan,nan,65.24,12.76,39.85,128630,128.60,3.00,128.61,3.00,12.00,118.36,100.00,20.00,100.00,15.00,40.62,4.69,5.47
128.81,3.00,88.06,6.94,1.17,5.87,nan,nan,nan,88.90,12.77,44.39,128830,128.80,3.00,128.80,3.00,11.00,117.37,100.00,20.00,100.00,13.34,48.88,5.23,4.56
129.01,3.00,113.77,6.94,1.17,5.87,nan,nan,nan,114.56,12.94,47.20,129030,129.00,3.00,129.00,3.00,11.00,117.37,100.00,20.00,100.00,14.51,49.88,5.31,4.47
129.21,3.00,138.96,6.94,1.17,5.87,nan,nan,nan,139.73,13.28,48.57,129230,129.20,3.00,129.20,3.00,11.00,117.37,100.00,20.00,100.00,15.15,50.00,5.32,4.46
129.41,3.00,164.78,6.63,1.17,5.87,nan,nan,nan,165.55,14.11,49.14,129430,129.40,3.00,129.40,3.00,11.00,117.37,100.00,20.00,100.00,14.89,50.34,5.11,4.23
129.61,3.00,190.53,6.63,1.17,5.84,nan,nan,nan,191.29,14.81,49.31,129630,129.60,3.00,129.60,3.00,11.00,116.85,100.00,20.00,100.00,14.96,50.28,5.10,4.24
129.81,3.00,215.84,6.94,1.17,5.84,nan,nan,nan,216.60,15.29,49.32,129830,129.80,3.00,129.81,3.00,11.00,116.85,100.00,20.00,100.00,15.22,50.25,5.34,4.44
130.01,3.00,240.86,6.94,1.17,5.84,nan,nan,nan,241.63,15.60,49.15,130030,130.00,3.00,130.01,3.00,11.00,116.85,100.00,20.00,100.00,16.59,48.44,5.19,4.60
130.21,3.00,264.13,7.21,1.16,5.81,nan,nan,nan,264.90,15.80,48.77,130230,130.20,3.00,130.20,3.00,12.00,116.21,100.00,20.00,100.00,18.51,45.72,5.16,5.03
130.40,3.00,287.02,7.21,1.16,5.81,nan,nan,nan,287.79,15.80,48.77,130430,130.40,3.00,130.39,3.00,12.00,116.21,100.00,20.00,100.00,18.62,46.25,5.21,4.99
127.00,3.20,7.38,10.00,0.00,0.00,nan,nan,nan,7.38,1.90,4.67,127032,127.00,3.20,127.00,3.20,10.00,119.79,100.00,20.00,100.00,11.92,11.92,2.07,9.78
127.20,3.20,9.23,10.00,0.00,0.00,nan,nan,nan,9.23,9.12,7.53,127232,127.20,3.20,127.20,3.20,10.00,119.79,100.00,20.00,100.00,13.31,8.65,1.50,9.89
127.40,3.20,12.64,10.00,0.00,0.00,nan,nan,nan,12.64,11.50,10.79,127432,127.40,3.20,127.40,3.20,10.00,118.36,100.00,20.00,100.00,23.25,6.42,1.12,9.94
127.60,3.20,16.90,10.00,0.00,0.00,nan,nan,nan,16.90,12.04,14.15,127632,127.60,3.20,127.60,3.20,10.00,118.36,100.00,20.00,100.00,16.07,12.05,2.09,9.78
128.41,3.20,47.25,7.21,0.45,2.24,nan,nan,nan,47.63,9.64,32.48,128432,128.40,3.20,128.40,3.20,12.00,117.37,100.00,20.00,100.00,18.56,25.72,3.13,6.50
128.62,3.20,59.17,7.21,1.17,5.87,nan,nan,nan,60.09,9.62,38.45,128632,128.60,3.20,128.61,3.20,12.00,117.37,100.00,20.00,100.00,14.44,38.88,4.53,5.61
128.81,3.20,82.25,7.21,1.17,5.84,nan,nan,nan,83.10,9.90,43.23,128832,128.80,3.20,128.80,3.20,12.00,116.85,100.00,20.00,100.00,13.41,47.63,5.33,4.86
129.01,3.20,107.03,6.63,1.17,5.84,nan,nan,nan,107.84,10.41,46.29,129032,129.00,3.20,129.00,3.20,11.00,116.85,100.00,20.00,100.00,15.07,49.18,5.02,4.34
129.21,3.20,131.88,6.63,1.17,5.84,nan,nan,nan,132.66,11.10,47.85,129232,129.20,3.20,129.20,3.20,11.00,116.85,100.00,20.00,100.00,15.46,50.00,5.08,4.26
129.41,3.20,157.80,6.94,1.16,5.81,nan,nan,nan,158.57,12.65,48.58,129432,129.40,3.20,129.40,3.20,11.00,116.21,100.00,20.00,100.00,14.93,50.48,5.35,4.42
129.61,3.20,183.54,6.63,1.16,5.81,nan,nan,nan,184.30,12.65,48.58,129632,129.60,3.20,129.60,3.20,11.00,116.21,100.00,20.00,100.00,15.10,50.19,5.10,4.25
129.81,3.20,208.72,6.94,1.16,5.81,nan,nan,nan,209.48,14.81,49.31,129832,129.80,3.20,129.81,3.20,11.00,116.21,100.00,20.00,100.00,15.49,50.10,5.32,4.45
130.02,3.19,232.84,6.94,1.16,5.81,nan,nan,nan,233.60,15.29,49.32,130032,130.00,3.20,130.01,3.20,11.00,116.21,100.00,20.00,100.00,17.33,48.20,5.17,4.63
130.21,3.20,255.89,7.21,1.16,5.81,nan,nan,nan,256.65,15.60,49.15,130232,130.20,3.20,130.21,3.20,12.00,116.21,100.00,20.00,100.00,19.68,45.72,5.16,5.03
130.40,3.20,278.37,7.79,1.16,5.81,nan,nan,nan,279.14,15.71,48.99,130432,130.40,3.20,130.39,3.20,13.00,116.21,100.00,20.00,100.00,21.31,45.60,5.57,5.45
127.00,3.40,7.49,10.00,0.00,0.00,nan,nan,nan,7.49,348.20,4.35,127034,127.00,3.40,127.00,3.40,10.00,118.36,100.00,20.00,100.00,15.45,13.12,2.27,9.74
127.20,3.40,8.47,10.00,0.00,0.00,nan,nan,nan,8.47,358.77,6.46,127234,127.20,3.40,127.20,3.40,10.00,118.36,72.00,20.00,100.00,20.03,8.86,1.54,9.88
127.40,3.40,11.37,10.00,0.00,0.00,nan,nan,nan,11.37,4.00,9.80,127434,127.40,3.40,127.40,3.40,10.00,117.37,100.00,20.00,100.00,34.60,6.23,1.09,9.94
127.60,3.40,16.05,10.00,0.00,0.00,nan,nan,nan,16.05,5.28,13.34,127634,127.60,3.40,127.60,3.40,10.00,117.37,100.00,20.00,100.00,21.72,11.69,2.03,9.79
128.40,3.40,44.52,7.21,0.28,1.39,nan,nan,nan,44.76,3.57,31.42,128434,128.40,3.40,128.40,3.40,12.00,116.85,100.00,20.00,100.00,20.03,23.97,2.93,6.59
128.62,3.40,55.27,7.52,1.17,5.84,nan,nan,nan,56.20,4.20,37.23,128634,128.60,3.40,128.61,3.40,12.00,116.85,100.00,20.00,100.00,13.98,37.22,4.55,5.99
128.81,3.40,76.84,7.21,1.16,5.81,nan,nan,nan,77.71,5.19,42.02,128834,128.80,3.40,128.80,3.40,12.00,116.21,100.00,20.00,100.00,12.68,46.09,5.20,5.00
129.01,3.40,100.60,6.94,1.16,5.81,nan,nan,nan,101.42,6.38,45.21,129034,129.00,3.40,129.00,3.40,11.00,116.21,100.00,20.00,100.00,14.00,48.16,5.17,4.63
129.20,3.40,125.71,6.63,1.16,5.81,nan,nan,nan,126.51,9.04,46.75,129234,129.20,3.40,129.19,3.40,11.00,116.21,100.00,20.00,100.00,14.04,49.76,5.06,4.28
129.40,3.40,151.72,6.63,1.16,5.81,nan,nan,nan,152.50,11.10,47.85,129434,129.40,3.40,129.39,3.40,11.00,116.21,100.00,20.00,100.00,13.63,50.45,5.11,4.22
129.61,3.40,176.81,6.94,1.16,5.81,nan,nan,nan,177.57,12.65,48.58,129634,129.60,3.40,129.60,3.40,11.00,116.21,100.00,20.00,100.00,14.03,49.91,5.31,4.47
127.20,3.60,8.25,10.00,0.00,0.00,nan,nan,nan,8.25,336.02,6.17,127236,127.20,3.60,127.20,3.60,10.00,116.85,58.00,20.00,100.00,36.53,10.59,1.84,9.83
127.40,3.60,10.98,22.65,0.00,0.00,nan,nan,nan,10.98,347.96,9.46,127436,127.40,3.60,127.40,3.60,9.00,116.85,100.00,20.00,100.00,48.73,7.36,2.90,22.46
127.60,3.60,14.56,10.00,0.00,0.00,nan,nan,nan,14.56,352.14,13.23,127636,127.60,3.60,127.60,3.60,10.00,116.85,100.00,20.00,100.00,26.47,11.52,2.00,9.80
128.40,3.60,42.94,6.94,0.18,0.90,nan,nan,nan,43.09,3.57,31.42,128436,128.40,3.60,128.40,3.60,11.00,116.21,100.00,20.00,100.00,13.93,22.99,2.71,6.39
128.60,3.60,53.83,8.09,1.16,5.81,nan,nan,nan,54.76,2.49,36.99,128636,128.60,3.60,128.60,3.60,13.00,116.21,100.00,20.00,100.00,7.68,35.64,4.72,6.58
128.80,3.60,73.71,8.09,1.16,5.81,nan,nan,nan,74.58,2.21,41.46,128836,128.80,3.60,128.79,3.60,13.00,116.21,100.00,20.00,100.00,7.81,44.36,5.66,5.79
127.20,3.80,7.80,10.00,0.00,0.00,nan,nan,nan,7.80,310.07,7.96,127238,127.20,3.80,127.20,3.80,10.00,116.21,48.00,20.00,100.00,33.39,11.09,1.92,9.81
127.40,3.80,9.64,10.00,0.00,0.00,nan,nan,nan,9.64,337.30,9.90,127438,127.40,3.80,127.40,3.80,10.00,116.21,100.00,20.00,100.00,48.54,8.27,1.44,9.90
127.60,3.80,13.25,10.00,0.00,0.00,nan,nan,nan,13.25,346.01,11.48,127638,127.60,3.80,127.60,3.80,10.00,116.21,100.00,20.00,100.00,33.28,12.09,2.09,9.78
127.80,3.80,18.03,10.00,0.00,0.00,nan,nan,nan,18.03,356.50,15.04,127838,127.80,3.80,127.80,3.80,10.00,116.21,100.00,20.00,100.00,29.76,15.58,2.69,9.63
127.20,4.00,7.68,10.00,0.00,0.00,nan,nan,nan,7.68,310.07,7.96,127240,127.20,4.00,127.20,4.00,10.00,116.21,20.00,20.00,100.00,8.50,8.16,1.42,9.90
127.40,4.00,9.57,10.00,0.00,0.00,nan,nan,nan,9.57,325.22,8.65,127440,127.40,4.00,127.40,4.00,10.00,116.21,100.00,20.00,100.00,61.97,6.05,1.05,9.94
