dist,depth,avlon,avlat
18.4,4.8,87.9,27.4
18.5,4.7,87.9,27.4
18.6,4.8,87.9,27.4
18.7,4.8,87.9,27.4
18.8,4.9,87.9,27.4
18.9,4.9,87.9,27.4
19.0,4.9,87.9,27.4
19.1,4.9,87.9,27.4
19.2,4.9,87.9,27.4
19.3,4.9,87.9,27.4
19.4,4.9,87.9,27.4
19.5,4.9,87.9,27.4
19.6,4.9,87.9,27.4
19.7,4.9,87.9,27.4
19.8,4.9,87.9,27.4
19.9,4.9,87.9,27.4
20.0,4.9,87.9,27.4
20.1,4.9,87.9,27.4
20.2,4.8,87.9,27.4
20.3,4.8,87.9,27.4
20.4,4.8,87.9,27.4
20.5,4.8,87.9,27.4
20.6,4.8,87.9,27.4
20.7,4.8,87.9,27.4
20.8,4.8,87.9,27.4
20.9,4.8,87.9,27.4
21.0,4.8,87.9,27.4
21.1,4.8,87.9,27.4
21.2,4.8,87.9,27.4
21.3,4.8,87.9,27.4
21.4,4.8,87.9,27.4
21.5,4.8,87.9,27.4
21.6,4.8,87.9,27.4
21.7,4.8,87.9,27.4
21.8,4.8,87.9,27.4
21.9,4.8,87.9,27.4
22.0,4.8,87.9,27.4
22.1,4.8,87.9,27.4
22.2,4.9,87.9,27.4
22.3,4.9,87.9,27.4
22.4,4.9,87.9,27.4
22.5,4.9,87.9,27.4
22.6,4.9,87.9,27.4
22.7,4.9,87.9,27.4
22.8,4.9,87.9,27.4
22.9,4.9,87.9,27.4
23.0,4.9,87.9,27.4
23.1,4.9,87.9,27.4
23.2,4.9,87.9,27.4
23.3,4.9,87.9,27.4
23.4,4.9,87.9,27.4
23.5,4.9,87.9,27.4
23.6,4.9,87.9,27.4
23.7,4.9,87.9,27.4
23.8,4.9,87.9,27.4
23.9,4.9,87.9,27.4
24.0,4.9,87.9,27.4
24.1,4.9,87.9,27.4
24.2,4.9,87.9,27.4
24.3,4.9,87.9,27.4
24.4,4.9,87.9,27.4
24.5,4.9,87.9,27.4
24.6,4.9,87.9,27.4
24.7,4.9,87.9,27.4
24.8,4.9,87.9,27.4
24.9,4.9,87.9,27.4
25.0,4.9,87.9,27.4
25.1,5.0,87.9,27.4
25.2,5.0,87.9,27.4
25.3,5.0,87.9,27.4
25.4,5.0,87.9,27.4
25.5,5.0,87.9,27.4
25.6,5.0,87.9,27.4
25.7,5.0,87.9,27.4
25.8,5.0,87.9,27.4
25.9,5.0,87.9,27.4
26.0,5.0,87.9,27.4
26.1,5.0,87.9,27.4
26.2,5.0,87.9,27.4
26.3,5.0,87.9,27.4
26.4,5.0,87.9,27.4
26.5,5.0,87.9,27.4
26.6,5.0,87.9,27.4
26.7,5.0,87.9,27.4
26.8,5.0,87.9,27.4
26.9,5.0,87.9,27.4
27.0,5.0,87.9,27.4
27.1,5.0,87.9,27.4
27.2,5.0,87.9,27.4
27.3,5.0,87.9,27.4
27.4,5.0,87.9,27.4
27.5,5.0,87.9,27.4
27.6,5.0,87.9,27.4
27.7,5.0,87.9,27.4
27.8,5.1,87.9,27.4
27.9,5.1,87.9,27.4
28.0,5.1,87.9,27.4
28.1,5.1,87.9,27.4
28.2,5.1,87.9,27.4
28.3,5.1,87.9,27.4
28.4,5.1,87.9,27.4
28.5,5.1,87.9,27.4
28.6,5.1,87.9,27.4
28.7,5.1,87.9,27.4
28.8,5.1,87.9,27.4
28.9,5.1,87.9,27.4
29.0,5.1,87.9,27.4
29.1,5.1,87.9,27.4
29.2,5.1,87.9,27.4
29.3,5.1,87.9,27.4
29.4,5.1,87.9,27.4
29.5,5.1,87.9,27.4
29.6,5.1,87.9,27.4
29.7,5.1,87.9,27.4
29.8,5.1,87.9,27.4
29.9,5.1,87.9,27.4
30.0,5.1,87.9,27.4
30.1,5.1,87.9,27.4
30.2,5.1,87.9,27.4
30.3,5.1,87.9,27.4
30.4,5.1,87.9,27.4
30.5,5.2,87.9,27.4
30.6,5.2,87.9,27.4
30.7,5.2,87.9,27.4
30.8,5.2,87.9,27.4
30.9,5.2,87.9,27.4
31.0,5.2,87.9,27.4
31.1,5.2,87.9,27.4
31.2,5.2,87.9,27.4
31.3,5.2,87.9,27.4
31.4,5.2,87.9,27.4
31.5,5.2,87.9,27.4
31.6,5.2,87.9,27.4
31.7,5.2,87.9,27.4
31.8,5.2,87.9,27.4
31.9,5.2,87.9,27.4
32.0,5.2,87.9,27.4
32.1,5.2,87.9,27.4
32.2,5.2,87.9,27.4
32.3,5.2,87.9,27.4
32.4,5.2,87.9,27.4
32.5,5.2,87.9,27.4
32.6,5.2,87.9,27.4
32.7,5.2,87.9,27.4
32.8,5.2,87.9,27.4
32.9,5.2,87.9,27.4
33.0,5.2,87.9,27.4
33.1,5.2,87.9,27.4
33.2,5.2,87.9,27.4
33.3,5.3,87.9,27.4
33.4,5.3,87.9,27.4
33.5,5.3,87.9,27.4
33.6,5.3,87.9,27.4
33.7,5.3,87.9,27.4
33.8,5.3,87.9,27.4
33.9,5.3,87.9,27.4
34.0,5.3,87.9,27.4
34.1,5.3,87.9,27.4
34.2,5.3,87.9,27.4
34.3,5.3,87.9,27.4
34.4,5.3,87.9,27.4
34.5,5.3,87.9,27.4
34.6,5.3,87.9,27.4
34.7,5.3,87.9,27.4
34.8,5.3,87.9,27.4
34.9,5.3,87.9,27.4
35.0,5.3,87.9,27.4
35.1,5.3,87.9,27.4
35.2,5.3,87.9,27.4
35.3,5.3,87.9,27.4
35.4,5.3,87.9,27.4
35.5,5.3,87.9,27.4
35.6,5.3,87.9,27.4
35.7,5.3,87.9,27.4
35.8,5.3,87.9,27.4
35.9,5.3,87.9,27.4
36.0,5.3,87.9,27.4
36.1,5.3,87.9,27.4
36.2,5.3,87.9,27.4
36.3,5.3,87.9,27.4
36.4,5.4,87.9,27.4
36.5,5.4,87.9,27.4
36.6,5.4,87.9,27.4
36.7,5.4,87.9,27.4
36.8,5.4,87.9,27.4
36.9,5.4,87.9,27.4
37.0,5.4,87.9,27.4
37.1,5.4,87.9,27.4
37.2,5.4,87.9,27.4
37.3,5.4,87.9,27.4
37.4,5.4,87.9,27.4
37.5,5.4,87.9,27.4
37.6,5.4,87.9,27.4
37.7,5.4,87.9,27.4
37.8,5.4,87.9,27.4
37.9,5.4,87.9,27.4
38.0,5.4,87.9,27.4
38.1,5.4,87.9,27.4
38.2,5.4,87.9,27.4
38.3,5.4,87.9,27.4
38.4,5.4,87.9,27.4
38.5,5.4,87.9,27.4
38.6,5.4,87.9,27.4
38.7,5.4,87.9,27.4
38.8,5.4,87.9,27.4
38.9,5.4,87.9,27.4
39.0,5.4,87.9,27.4
39.1,5.4,87.9,27.4
39.2,5.4,87.9,27.4
39.3,5.4,87.9,27.4
39.4,5.4,87.9,27.4
39.5,5.4,87.9,27.4
39.6,5.4,87.9,27.4
39.7,5.4,87.9,27.4
39.8,5.5,87.9,27.4
39.9,5.5,87.9,27.4
40.0,5.5,87.9,27.4
40.1,5.5,87.9,27.4
40.2,5.5,87.9,27.4
40.3,5.5,87.9,27.4
40.4,5.5,87.9,27.4
40.5,5.5,87.9,27.4
40.6,5.5,87.9,27.4
40.7,5.5,87.9,27.4
40.8,5.5,87.9,27.4
40.9,5.5,87.9,27.4
41.0,5.5,87.9,27.4
41.1,5.5,87.9,27.4
41.2,5.6,87.9,27.4
41.3,5.6,87.9,27.4
41.4,5.6,87.9,27.4
41.5,5.6,87.9,27.4
41.6,5.6,87.9,27.4
41.7,5.6,87.9,27.4
41.8,5.6,87.9,27.4
41.9,5.6,87.9,27.4
42.0,5.6,87.9,27.4
42.1,5.5,87.9,27.4
42.2,5.5,87.9,27.4
42.3,5.5,87.9,27.4
42.4,5.5,87.9,27.4
42.5,5.6,87.9,27.4
42.6,5.6,87.9,27.4
42.7,5.6,87.9,27.4
42.8,5.6,87.9,27.4
42.9,5.6,87.9,27.4
43.0,5.7,87.9,27.4
43.1,5.7,87.9,27.4
43.2,5.7,87.9,27.4
43.3,5.7,87.9,27.4
43.4,5.8,87.9,27.4
43.5,5.8,87.9,27.4
43.6,5.8,87.9,27.4
43.7,5.8,87.9,27.4
43.8,5.8,87.9,27.4
43.9,5.9,87.9,27.4
44.0,5.9,87.9,27.4
44.1,5.9,87.9,27.4
44.2,5.9,87.9,27.4
44.3,6.0,87.9,27.4
44.4,6.0,87.9,27.4
44.5,6.0,87.9,27.4
44.6,6.0,87.9,27.4
44.7,6.0,87.9,27.4
44.8,6.1,87.9,27.4
44.9,6.1,87.9,27.4
45.0,6.1,87.9,27.4
45.1,6.2,87.9,27.4
45.2,6.2,87.9,27.4
45.3,6.2,87.9,27.4
45.4,6.3,87.9,27.4
45.5,6.3,87.9,27.4
45.6,6.4,87.9,27.4
45.7,6.4,87.9,27.4
45.8,6.4,87.9,27.4
45.9,6.5,87.9,27.4
46.0,6.5,87.9,27.4
46.1,6.5,87.9,27.4
46.2,6.6,87.9,27.4
46.3,6.6,87.9,27.4
46.4,6.6,87.9,27.4
46.5,6.7,87.9,27.4
46.6,6.8,87.9,27.4
46.7,6.9,87.9,27.4
46.8,7.0,87.9,27.4
46.9,7.0,87.9,27.4
47.0,7.0,87.9,27.4
47.1,7.1,87.9,27.4
47.2,7.1,87.9,27.4
47.3,7.1,87.9,27.4
47.4,7.2,87.9,27.4
47.5,7.2,87.9,27.4
47.6,7.2,87.9,27.4
47.7,7.3,87.9,27.4
47.8,7.3,87.9,27.4
47.9,7.3,87.9,27.4
48.0,7.4,87.9,27.4
48.1,7.4,87.9,27.4
48.2,7.4,87.9,27.4
48.3,7.5,87.9,27.4
48.4,7.5,87.9,27.4
48.5,7.6,87.9,27.4
48.6,7.6,87.9,27.4
48.7,7.6,87.9,27.4
48.8,7.7,87.9,27.4
48.9,7.7,87.9,27.4
49.0,7.8,87.9,27.4
49.1,7.8,87.9,27.4
49.2,7.9,87.9,27.4
49.3,7.9,87.9,27.4
49.4,8.0,87.9,27.4
49.5,8.0,87.9,27.4
49.6,8.1,87.9,27.4
49.7,8.1,87.9,27.4
49.8,8.2,87.9,27.4
49.9,8.2,87.9,27.4
50.0,8.3,87.9,27.4
50.1,8.3,87.9,27.4
50.2,8.3,87.9,27.4
50.3,8.4,87.9,27.4
50.4,8.4,87.9,27.4
50.5,8.4,87.9,27.4
50.6,8.5,87.9,27.4
50.7,8.5,87.9,27.4
50.8,8.5,87.9,27.4
50.9,8.6,87.9,27.4
51.0,8.6,87.9,27.4
51.1,8.6,87.9,27.4
51.2,8.7,87.9,27.4
51.3,8.7,87.9,27.4
51.4,8.7,87.9,27.4
51.5,8.7,87.9,27.4
51.6,8.7,87.9,27.4
51.7,8.8,87.9,27.4
51.8,8.8,87.9,27.4
51.9,8.8,87.9,27.4
52.0,8.8,87.9,27.4
52.1,8.8,87.9,27.4
52.2,8.8,87.9,27.4
52.3,8.9,87.9,27.4
52.4,8.9,87.9,27.4
52.5,8.9,87.9,27.4
52.6,8.9,87.9,27.4
52.7,8.9,87.9,27.4
52.8,8.9,87.9,27.4
52.9,9.0,87.9,27.4
53.0,9.1,87.9,27.4
53.1,9.1,87.9,27.4
53.2,9.1,87.9,27.4
53.3,9.1,87.9,27.4
53.4,9.1,87.9,27.4
53.5,9.1,87.9,27.4
53.6,9.1,87.9,27.4
53.7,9.1,87.9,27.4
53.8,9.1,87.9,27.4
53.9,9.1,87.9,27.4
54.0,9.1,87.9,27.4
54.1,9.1,87.9,27.4
54.2,9.1,87.9,27.4
54.3,9.1,87.9,27.4
54.4,9.1,87.9,27.4
54.5,9.1,87.9,27.4
54.6,9.1,87.9,27.4
54.7,9.1,87.9,27.4
54.8,9.1,87.9,27.4
54.9,9.1,87.9,27.4
55.0,9.1,87.9,27.4
55.1,9.1,87.9,27.4
55.2,9.2,87.9,27.4
55.3,9.2,87.9,27.4
55.4,9.2,87.9,27.4
55.5,9.2,87.9,27.4
55.6,9.2,87.9,27.4
55.7,9.2,87.9,27.4
55.8,9.2,87.9,27.4
55.9,9.2,87.9,27.4
56.0,9.2,87.9,27.4
56.1,9.2,87.9,27.4
56.2,9.3,87.9,27.4
56.3,9.3,87.9,27.4
56.4,9.3,87.9,27.4
56.5,9.3,87.9,27.4
56.6,9.4,87.9,27.4
56.7,9.4,87.9,27.4
56.8,9.4,87.9,27.4
56.9,9.4,87.9,27.4
57.0,9.4,87.9,27.4
57.1,9.5,87.9,27.4
57.2,9.5,87.9,27.4
57.3,9.5,87.9,27.4
57.4,9.5,87.9,27.4
57.5,9.5,87.9,27.4
57.6,9.6,87.9,27.4
57.7,9.6,87.9,27.4
57.8,9.6,87.9,27.4
57.9,9.7,87.9,27.4
58.0,9.7,87.9,27.4
58.1,9.6,87.9,27.4
58.2,9.6,87.9,27.4
58.3,9.7,87.9,27.4
58.4,9.7,87.9,27.4
58.5,9.7,87.9,27.4
58.6,9.7,87.9,27.4
58.7,9.8,87.9,27.4
58.8,9.8,87.9,27.4
58.9,9.9,87.9,27.4
59.0,10.0,87.9,27.4
59.1,10.0,87.9,27.4
59.2,10.1,87.9,27.4
59.3,10.2,87.9,27.4
59.4,10.3,87.9,27.4
59.5,10.4,87.9,27.4
59.6,10.4,87.9,27.4
59.7,10.5,87.9,27.4
59.8,10.6,87.9,27.4
59.9,10.7,87.9,27.4
60.0,10.8,87.9,27.4
60.1,10.8,87.9,27.4
60.2,10.9,87.9,27.4
60.3,10.8,87.9,27.4
60.4,10.8,87.9,27.4
60.5,10.8,87.9,27.4
60.6,10.8,87.9,27.4
60.7,10.9,87.9,27.4
60.8,10.9,87.9,27.4
60.9,11.0,87.9,27.4
61.0,11.1,87.9,27.4
61.1,11.1,87.9,27.4
61.2,11.1,87.9,27.4
61.3,11.2,87.9,27.4
61.4,11.2,87.9,27.4
61.5,11.3,87.9,27.4
61.6,11.4,87.9,27.4
61.7,11.4,87.9,27.4
61.8,11.5,87.9,27.4
61.9,11.5,87.9,27.4
62.0,11.6,87.9,27.4
62.1,11.6,87.9,27.4
62.2,11.7,87.9,27.4
62.3,11.7,87.9,27.4
62.4,11.8,87.9,27.4
62.5,11.9,87.9,27.4
62.6,11.9,87.9,27.4
62.7,12.0,87.9,27.4
62.8,12.0,87.9,27.4
62.9,12.1,87.9,27.4
63.0,12.1,87.9,27.4
63.1,12.2,87.9,27.4
63.2,12.2,87.9,27.4
63.3,12.3,87.9,27.4
63.4,12.4,87.9,27.4
63.5,12.4,87.9,27.4
63.6,12.5,87.9,27.4
63.7,12.5,87.9,27.4
63.8,12.6,87.9,27.4
63.9,12.7,87.9,27.4
64.0,12.8,87.9,27.4
64.1,12.8,87.9,27.4
64.2,12.9,87.9,27.4
64.3,12.9,87.9,27.4
64.4,12.9,87.9,27.4
64.5,12.9,87.9,27.4
64.6,13.0,87.9,27.4
64.7,13.1,87.9,27.4
64.8,13.1,87.9,27.4
64.9,13.2,87.9,27.4
65.0,13.3,87.9,27.4
65.1,13.3,87.9,27.4
65.2,13.4,87.9,27.4
65.3,13.4,87.9,27.4
65.4,13.5,87.9,27.4
65.5,13.5,87.9,27.4
65.6,13.6,87.9,27.4
65.7,13.6,87.9,27.4
65.8,13.7,87.9,27.4
65.9,13.7,87.9,27.4
66.0,13.8,87.9,27.4
66.1,13.8,87.9,27.4
66.2,13.9,87.9,27.4
66.3,14.0,87.9,27.4
66.4,14.0,87.9,27.4
66.5,14.1,87.9,27.4
66.6,14.1,87.9,27.4
66.7,14.2,87.9,27.4
66.8,14.2,87.9,27.4
66.9,14.3,87.9,27.4
67.0,14.3,87.9,27.4
67.1,14.4,87.9,27.4
67.2,14.4,87.9,27.4
67.3,14.5,87.9,27.4
67.4,14.6,87.9,27.4
67.5,14.6,87.9,27.4
67.6,14.7,87.9,27.4
67.7,14.7,87.9,27.4
67.8,14.8,87.9,27.4
67.9,14.9,87.9,27.4
68.0,14.9,87.9,27.4
68.1,15.0,87.9,27.4
68.2,15.0,87.9,27.4
68.3,15.0,87.9,27.4
68.4,15.1,87.9,27.4
68.5,15.1,87.9,27.4
68.6,15.2,87.9,27.4
68.7,15.2,87.9,27.4
68.8,15.3,87.9,27.4
68.9,15.3,87.9,27.4
69.0,15.4,87.9,27.4
69.1,15.4,87.9,27.4
69.2,15.5,87.9,27.4
69.3,15.5,87.9,27.4
69.4,15.6,87.9,27.4
69.5,15.6,87.9,27.4
69.6,15.7,87.9,27.4
69.7,15.7,87.9,27.4
69.8,15.8,87.9,27.4
69.9,15.9,87.9,27.4
70.0,15.9,87.9,27.4
70.1,16.0,87.9,27.4
70.2,16.0,87.9,27.4
70.3,16.1,87.9,27.4
70.4,16.2,87.9,27.4
70.5,16.2,87.9,27.4
70.6,16.3,87.9,27.4
70.7,16.4,87.9,27.4
70.8,16.4,87.9,27.4
70.9,16.5,87.9,27.4
71.0,16.6,87.9,27.4
71.1,16.6,87.9,27.4
71.2,16.7,87.9,27.4
71.3,16.8,87.9,27.4
71.4,16.8,87.9,27.4
71.5,16.9,87.9,27.4
71.6,16.9,87.9,27.4
71.7,17.0,87.9,27.4
71.8,17.0,87.9,27.4
71.9,17.0,87.9,27.4
72.0,17.1,87.9,27.4
72.1,17.1,87.9,27.4
72.2,17.2,87.9,27.4
72.3,17.2,87.9,27.4
72.4,17.3,87.9,27.4
72.5,17.2,87.9,27.4
72.6,17.3,87.9,27.4
72.7,17.3,87.9,27.4
72.8,17.3,87.9,27.4
72.9,17.4,87.9,27.4
73.0,17.4,87.9,27.4
73.1,17.4,87.9,27.4
73.2,17.5,87.9,27.4
73.3,17.6,87.9,27.4
73.4,17.7,87.9,27.4
73.5,17.8,87.9,27.4
73.6,17.9,87.9,27.4
73.7,17.9,87.9,27.4
73.8,18.0,87.9,27.4
73.9,18.0,87.9,27.4
74.0,18.1,87.9,27.4
74.1,18.2,87.9,27.4
74.2,18.2,87.9,27.4
74.3,18.3,87.9,27.4
74.4,18.4,87.9,27.4
74.5,18.4,87.9,27.4
74.6,18.5,87.9,27.4
74.7,18.5,87.9,27.4
74.8,18.6,87.9,27.4
74.9,18.7,87.9,27.4
75.0,18.7,87.9,27.4
75.1,18.8,87.9,27.4
75.2,18.8,87.9,27.4
75.3,18.9,87.9,27.4
75.4,18.9,87.9,27.4
75.5,19.0,87.9,27.4
75.6,19.0,87.9,27.4
75.7,19.1,87.9,27.4
75.8,19.1,87.9,27.4
75.9,19.2,87.9,27.4
76.0,19.2,87.9,27.4
76.1,19.2,87.9,27.4
76.2,19.2,87.9,27.4
76.3,19.3,87.9,27.4
76.4,19.3,87.9,27.4
76.5,19.4,87.9,27.4
76.6,19.4,87.9,27.4
76.7,19.4,87.9,27.4
76.8,19.5,87.9,27.4
76.9,19.5,87.9,27.4
77.0,19.6,87.9,27.4
77.1,19.6,87.9,27.4
77.2,19.7,87.9,27.4
77.3,19.7,87.9,27.4
77.4,19.8,87.9,27.4
77.5,19.8,87.9,27.4
77.6,19.9,87.9,27.4
77.7,19.9,87.9,27.4
77.8,20.0,87.9,27.4
77.9,20.1,87.9,27.4
78.0,20.1,87.9,27.4
78.1,20.2,87.9,27.4
78.2,20.3,87.9,27.4
78.3,20.4,87.9,27.4
78.4,20.5,87.9,27.4
78.5,20.6,87.9,27.4
78.6,20.6,87.9,27.4
78.7,20.7,87.9,27.4
78.8,20.8,87.9,27.4
78.9,20.8,87.9,27.4
79.0,20.9,87.9,27.4
79.1,20.9,87.9,27.4
79.2,21.0,87.9,27.4
79.3,21.0,87.9,27.4
79.4,21.1,87.9,27.4
79.5,21.1,87.9,27.4
79.6,21.2,87.9,27.4
79.7,21.2,87.9,27.4
79.8,21.3,87.9,27.4
79.9,21.4,87.9,27.4
80.0,21.4,87.9,27.4
80.1,21.5,87.9,27.4
80.2,21.5,87.9,27.4
80.3,21.6,87.9,27.4
80.4,21.6,87.9,27.4
80.5,21.7,87.9,27.4
80.6,21.7,87.9,27.4
80.7,21.8,87.9,27.4
80.8,21.8,87.9,27.4
80.9,21.9,87.9,27.4
81.0,21.9,87.9,27.4
81.1,22.0,87.9,27.4
81.2,22.0,87.9,27.4
81.3,22.1,87.9,27.4
81.4,22.1,87.9,27.4
81.5,22.2,87.9,27.4
81.6,22.2,87.9,27.4
81.7,22.2,87.9,27.4
81.8,22.3,87.9,27.4
81.9,22.3,87.9,27.4
82.0,22.3,87.9,27.4
82.1,22.4,87.9,27.4
82.2,22.4,87.9,27.4
82.3,22.4,87.9,27.4
82.4,22.4,87.9,27.4
82.5,22.5,87.9,27.4
82.6,22.5,87.9,27.4
82.7,22.5,87.9,27.4
82.8,22.5,87.9,27.4
82.9,22.5,87.9,27.4
83.0,22.6,87.9,27.4
83.1,22.6,87.9,27.4
83.2,22.6,87.9,27.4
83.3,22.6,87.9,27.4
83.4,22.6,87.9,27.4
83.5,22.7,87.9,27.4
83.6,22.7,87.9,27.4
83.7,22.7,87.9,27.4
83.8,22.7,87.9,27.4
83.9,22.7,87.9,27.4
84.0,22.8,87.9,27.4
84.1,22.8,87.9,27.4
84.2,22.8,87.9,27.4
84.3,22.8,87.9,27.4
84.4,22.8,87.9,27.4
84.5,22.9,87.9,27.4
84.6,22.9,87.9,27.4
84.7,22.9,87.9,27.4
84.8,22.9,87.9,27.4
84.9,22.9,87.9,27.4
85.0,23.0,87.9,27.4
85.1,23.0,87.9,27.4
85.2,23.0,87.9,27.4
85.3,23.0,87.9,27.4
85.4,23.0,87.9,27.4
85.5,23.0,87.9,27.4
85.6,23.0,87.9,27.4
85.7,23.0,87.9,27.4
85.8,23.0,87.9,27.4
85.9,23.0,87.9,27.4
86.0,23.0,87.9,27.4
86.1,23.0,87.9,27.4
86.2,23.0,87.9,27.4
86.3,23.0,87.9,27.4
86.4,23.1,87.9,27.4
86.5,23.1,87.9,27.4
86.6,23.1,87.9,27.4
86.7,23.1,87.9,27.4
86.8,23.2,87.9,27.4
86.9,23.2,87.9,27.4
87.0,23.2,87.9,27.4
87.1,23.2,87.9,27.4
87.2,23.2,87.9,27.4
87.3,23.3,87.9,27.4
87.4,23.3,87.9,27.4
87.5,23.3,87.9,27.4
87.6,23.3,87.9,27.4
87.7,23.3,87.9,27.4
87.8,23.3,87.9,27.4
87.9,23.3,87.9,27.4
